epoch,lr,loss,iou,dice,hd95,f1,ap,ap50,ap95,val_loss,val_iou,val_dice,val_hd95,val_f1,val_ap,val_ap50,val_ap95,training_time
22,0.0005977537507199335,0.2041849505688463,0.7900002240848795,0.8798895192730621,1.6979592127475596,0.8798845217010736,0.9002424924913959,0.8739189721431196,0.9265660128396737,0.21710088861707066,0.7930398580492051,0.862602603781792,5.327845811141093,0.8625976969798307,0.8867365694607907,0.8576847024386337,0.9157884364829479,1:48:20
23,0.0005670399506143305,0.20408337920431108,0.7876393271249277,0.8781066473801798,1.7794853993317417,0.8781016498122172,0.9006146411456538,0.872282556102923,0.9289467261883836,0.2191411204769143,0.7917978827674717,0.8608833009917578,4.086354122894093,0.860878405223353,0.8938184057609662,0.8698533610603472,0.9177834504615845,1:48:20
24,0.0005360813071670099,0.20446269949750295,0.7863679573502865,0.8771872132812223,1.765634350705823,0.8771822156432775,0.9000281527987555,0.8716951691895252,0.9283611364079856,0.25277326930580396,0.7510386006212826,0.8307648234538788,9.673662912610878,0.8307599919583311,0.8385918211498518,0.8094733920642092,0.8677102502354936,1:48:20
25,0.0005049999999999998,0.20305904969573021,0.7870576057112318,0.877996767560932,1.7937314108057665,0.8779917700667131,0.9015909170277313,0.8717403530301737,0.931441481025288,0.21407005391748887,0.7998749081870438,0.8670219278241598,3.936653236380875,0.8670170288378655,0.8816907650131259,0.8611210006764864,0.902260529349765,1:48:20
26,0.0004739186928329897,0.20218444640437763,0.7882589603522846,0.878490450681582,1.7688592643945702,0.8784854531328491,0.9013202918031694,0.8713815212951135,0.9312590623112221,0.2231166364026389,0.7956907151044713,0.8661701748225946,4.416052594381198,0.8661652482631668,0.8810111961856977,0.8591550343214932,0.9028673580499037,1:48:20
27,0.0004429600493856692,0.20219684465536997,0.7886134868542198,0.878705773931726,1.747502892995796,0.8787007769088507,0.9004997531742979,0.8710121446943888,0.9299873616542073,0.21816592644234853,0.7911305095297038,0.8609768261327853,4.324954893304631,0.8609719375791852,0.8910330964999729,0.864770648297244,0.9172955447027018,1:48:20
28,0.0004122462492800661,0.1997949874708577,0.7892067152333424,0.878745184343664,1.7714814332463975,0.8787401878238323,0.902394477169796,0.8703631456759047,0.9344258086636891,0.21869003124801176,0.7956330967231326,0.8660415259682605,4.714945674368931,0.8660366087742509,0.87772330383727,0.8536272432367126,0.9018193644378266,1:48:20
29,0.0003818985058533967,0.19875610665906043,0.7896294981901855,0.8790403702047662,1.7404127316991223,0.8790353737338608,0.9032672437548211,0.8701649689299531,0.9363695185796895,0.22179044568245965,0.7959184476208878,0.8659381576471139,4.104771407308029,0.8659332462914527,0.8851895553738602,0.8660956144292355,0.904283496318485,1:48:20
30,0.00035203658778440103,0.1975081129561341,0.7907842819118148,0.8802105727085197,1.7285739666392554,0.8802055763545787,0.9042565963073712,0.870876507065683,0.9376366855490602,0.21763166963521924,0.7915172857403455,0.8608917436652475,5.219077405236294,0.8608868507780257,0.8773438914492641,0.8490226231605652,0.9056651597379636,1:48:20
20,0.0006579634122155987,0.20525854762111392,0.787768050042748,0.8783652792815495,1.7805937151973175,0.8783602815584722,0.8992417965284567,0.8724631395664458,0.9260204534904678,0.21652286000150656,0.8079373701222643,0.8763646583672552,4.4983940410223076,0.8763596933104889,0.8905573435257015,0.870685512800233,0.9104291742511718,1:48:20
